x,y,phase_id,grain_id,phi_1,Phi,phi_2
0,0,2,1,295.7072188,134.00054,236.0209283
0,0.15,2,1,295.8963048,133.8812455,236.317851
0,0.3,2,1,295.8968295,133.8809124,236.3186761
0,0.45,2,1,295.8980249,133.8806734,236.3203261
0,0.6,2,1,296.0289982,133.8983151,236.4824874
0,0.75,2,1,296.2125505,134.0723354,237.0432786
0,0.9,2,1,296.4668392,134.5019346,237.8738389
0,1.05,2,2,354.9020507,142.3670808,322.9193732
0,1.2,2,2,354.9035962,142.3664697,322.9205638
0,1.35,2,2,355.0429315,142.3059195,323.0941413
0,1.5,2,2,355.0436409,142.3056101,323.0950253
0,1.65,2,2,355.0422122,142.3062333,323.0932449
0,1.8,2,2,354.9014576,142.3666723,322.9184556
0,1.95,2,2,354.0081775,142.4502156,322.0350287
0,2.1,2,2,353.7641544,142.921847,321.2702068
0,2.25,2,2,352.7035579,143.1095646,320.3720955
0,2.4,2,2,352.7763403,143.2549616,319.879441
0,2.55,2,2,352.7764279,143.2551361,319.8788498
0,2.7,2,2,351.9382817,143.54963,317.7701996
0,2.85,2,6,273.0699728,96.32261362,252.7535085
0,3,2,6,272.935846,96.07296012,252.4403408
0,3.15,2,6,272.8893367,95.96244497,252.1603321
0,3.3,2,6,272.8896924,95.96229568,252.159223
0,3.45,2,6,273.1832851,96.02412398,251.8618165
0,3.6,2,6,273.1843642,96.02452636,251.8612958
0,3.75,2,6,273.9262292,96.38914211,251.79699
0,3.9,2,6,274.0165551,96.52068793,251.6448642
0,4.05,2,6,274.4288732,96.93483442,251.5424554
0,4.2,2,6,274.4294216,96.93513072,251.5430117
0,4.35,2,6,274.4728631,96.82264297,251.9563895
0,4.5,2,6,274.4724625,96.82218255,251.9581885
0,4.65,2,6,274.3193421,96.57891464,252.39382
0,4.8,2,6,273.7072794,96.47989131,252.7937075
0,4.95,2,6,273.6525505,96.4234377,252.7487861
0,5.1,2,6,273.3748944,96.42622194,252.6823917
0,5.25,2,6,273.0494543,96.45047338,252.5501773
0,5.4,2,6,273.190458,96.52973621,252.3996622
0,5.55,2,6,273.1906185,96.53041938,252.3987282
0,5.7,2,6,273.0704254,96.7430422,252.161158
0,5.85,2,6,273.070073,96.74386667,252.1611938
0,6,2,8,339.3894766,156.8080461,307.2462071
0,6.15,2,8,339.3894763,156.808042,307.2462121
0,6.3,2,8,339.3894762,156.8080416,307.2462123
0,6.45,2,8,339.3894698,156.8080248,307.2462171
0,6.6,2,8,339.388883,156.8072818,307.246433
0,6.75,2,8,339.1617686,156.7706037,307.2626757
0,6.9,1,NaN,NaN,NaN,NaN
0,7.05,1,NaN,NaN,NaN,NaN
0,7.2,1,NaN,NaN,NaN,NaN
0,7.35,1,NaN,NaN,NaN,NaN
0,7.5,1,NaN,NaN,NaN,NaN
0,7.65,1,NaN,NaN,NaN,NaN
0,7.8,1,NaN,NaN,NaN,NaN
0,7.95,1,NaN,NaN,NaN,NaN
0,8.1,1,NaN,NaN,NaN,NaN
0,8.25,1,NaN,NaN,NaN,NaN
0,8.4,1,NaN,NaN,NaN,NaN
0,8.55,1,NaN,NaN,NaN,NaN
0,8.7,1,NaN,NaN,NaN,NaN
0,8.85,1,NaN,NaN,NaN,NaN
0,9,1,NaN,NaN,NaN,NaN
0,9.15,1,NaN,NaN,NaN,NaN
0,9.3,1,NaN,NaN,NaN,NaN
0,9.45,1,NaN,NaN,NaN,NaN
0,9.6,1,NaN,NaN,NaN,NaN
0,9.75,1,NaN,NaN,NaN,NaN
0,9.9,1,NaN,NaN,NaN,NaN
0,10.05,1,NaN,NaN,NaN,NaN
0,10.2,1,NaN,NaN,NaN,NaN
0,10.35,1,NaN,NaN,NaN,NaN
0,10.5,1,NaN,NaN,NaN,NaN
0,10.65,1,NaN,NaN,NaN,NaN
0,10.8,1,NaN,NaN,NaN,NaN
0,10.95,1,NaN,NaN,NaN,NaN
0,11.1,1,NaN,NaN,NaN,NaN
0,11.25,1,NaN,NaN,NaN,NaN
0,11.4,1,NaN,NaN,NaN,NaN
0,11.55,1,NaN,NaN,NaN,NaN
0,11.7,1,NaN,NaN,NaN,NaN
0,11.85,1,NaN,NaN,NaN,NaN
0,12,1,NaN,NaN,NaN,NaN
0,12.15,1,NaN,NaN,NaN,NaN
0,12.3,1,NaN,NaN,NaN,NaN
0,12.45,1,NaN,NaN,NaN,NaN
0,12.6,1,NaN,NaN,NaN,NaN
0,12.75,1,NaN,NaN,NaN,NaN
0,12.9,1,NaN,NaN,NaN,NaN
0,13.05,1,NaN,NaN,NaN,NaN
0,13.2,1,NaN,NaN,NaN,NaN
0,13.35,1,NaN,NaN,NaN,NaN
0,13.5,1,NaN,NaN,NaN,NaN
0,13.65,1,NaN,NaN,NaN,NaN
0,13.8,1,NaN,NaN,NaN,NaN
0,13.95,1,NaN,NaN,NaN,NaN
0,14.1,1,NaN,NaN,NaN,NaN
0,14.25,1,NaN,NaN,NaN,NaN
0,14.4,1,NaN,NaN,NaN,NaN
0,14.55,1,NaN,NaN,NaN,NaN
0,14.7,1,NaN,NaN,NaN,NaN
0,14.85,1,NaN,NaN,NaN,NaN
0,15,1,NaN,NaN,NaN,NaN
0,15.15,1,NaN,NaN,NaN,NaN
0,15.3,1,NaN,NaN,NaN,NaN
0,15.45,1,NaN,NaN,NaN,NaN
0,15.6,1,NaN,NaN,NaN,NaN
0,15.75,1,NaN,NaN,NaN,NaN
0,15.9,1,NaN,NaN,NaN,NaN
0,16.05,1,NaN,NaN,NaN,NaN
0,16.2,1,NaN,NaN,NaN,NaN
0,16.35,1,NaN,NaN,NaN,NaN
0,16.5,1,NaN,NaN,NaN,NaN
0,16.65,1,NaN,NaN,NaN,NaN
0,16.8,1,NaN,NaN,NaN,NaN
0,16.95,1,NaN,NaN,NaN,NaN
0,17.1,1,NaN,NaN,NaN,NaN
0,17.25,1,NaN,NaN,NaN,NaN
0,17.4,1,NaN,NaN,NaN,NaN
0,17.55,1,NaN,NaN,NaN,NaN
0,17.7,1,NaN,NaN,NaN,NaN
0,17.85,1,NaN,NaN,NaN,NaN
0,18,1,NaN,NaN,NaN,NaN
0,18.15,1,NaN,NaN,NaN,NaN
0,18.3,1,NaN,NaN,NaN,NaN
0,18.45,1,NaN,NaN,NaN,NaN
0,18.6,1,NaN,NaN,NaN,NaN
0,18.75,1,NaN,NaN,NaN,NaN
0,18.9,1,NaN,NaN,NaN,NaN
0,19.05,1,NaN,NaN,NaN,NaN
0,19.2,1,NaN,NaN,NaN,NaN
0,19.35,1,NaN,NaN,NaN,NaN
0,19.5,1,NaN,NaN,NaN,NaN
0,19.65,1,NaN,NaN,NaN,NaN
0,19.8,1,NaN,NaN,NaN,NaN
0,19.95,1,NaN,NaN,NaN,NaN
0,20.1,1,NaN,NaN,NaN,NaN
0,20.25,1,NaN,NaN,NaN,NaN
0,20.4,1,NaN,NaN,NaN,NaN
0,20.55,1,NaN,NaN,NaN,NaN
0,20.7,1,NaN,NaN,NaN,NaN
0,20.85,1,NaN,NaN,NaN,NaN
0,21,1,NaN,NaN,NaN,NaN
0,21.15,1,NaN,NaN,NaN,NaN
0,21.3,1,NaN,NaN,NaN,NaN
0,21.45,1,NaN,NaN,NaN,NaN
0,21.6,1,NaN,NaN,NaN,NaN
0,21.75,1,NaN,NaN,NaN,NaN
0,21.9,1,NaN,NaN,NaN,NaN
0,22.05,1,NaN,NaN,NaN,NaN
0,22.2,1,NaN,NaN,NaN,NaN
0,22.35,1,NaN,NaN,NaN,NaN
0,22.5,1,NaN,NaN,NaN,NaN
0,22.65,1,NaN,NaN,NaN,NaN
0,22.8,1,NaN,NaN,NaN,NaN
0,22.95,1,NaN,NaN,NaN,NaN
0,23.1,1,NaN,NaN,NaN,NaN
0,23.25,1,NaN,NaN,NaN,NaN
0,23.4,1,NaN,NaN,NaN,NaN
0,23.55,1,NaN,NaN,NaN,NaN
0,23.7,1,NaN,NaN,NaN,NaN
0,23.85,1,NaN,NaN,NaN,NaN
0,24,1,NaN,NaN,NaN,NaN
0,24.15,1,NaN,NaN,NaN,NaN
0,24.3,1,NaN,NaN,NaN,NaN
0,24.45,1,NaN,NaN,NaN,NaN
0,24.6,1,NaN,NaN,NaN,NaN
0,24.75,1,NaN,NaN,NaN,NaN
0,24.9,1,NaN,NaN,NaN,NaN
0,25.05,1,NaN,NaN,NaN,NaN
0,25.2,1,NaN,NaN,NaN,NaN
0,25.35,1,NaN,NaN,NaN,NaN
0,25.5,1,NaN,NaN,NaN,NaN
0,25.65,1,NaN,NaN,NaN,NaN
0,25.8,1,NaN,NaN,NaN,NaN
0,25.95,1,NaN,NaN,NaN,NaN
0,26.1,1,NaN,NaN,NaN,NaN
0,26.25,1,NaN,NaN,NaN,NaN
0,26.4,1,NaN,NaN,NaN,NaN
0,26.55,1,NaN,NaN,NaN,NaN
0,26.7,1,NaN,NaN,NaN,NaN
0,26.85,1,NaN,NaN,NaN,NaN
0,27,1,NaN,NaN,NaN,NaN
0,27.15,1,NaN,NaN,NaN,NaN
0,27.3,1,NaN,NaN,NaN,NaN
0,27.45,1,NaN,NaN,NaN,NaN
0,27.6,1,NaN,NaN,NaN,NaN
0,27.75,1,NaN,NaN,NaN,NaN
0,27.9,1,NaN,NaN,NaN,NaN
0,28.05,1,NaN,NaN,NaN,NaN
0,28.2,1,NaN,NaN,NaN,NaN
0,28.35,1,NaN,NaN,NaN,NaN
0,28.5,1,NaN,NaN,NaN,NaN
0,28.65,1,NaN,NaN,NaN,NaN
0,28.8,1,NaN,NaN,NaN,NaN
0,28.95,1,NaN,NaN,NaN,NaN
0,29.1,1,NaN,NaN,NaN,NaN
0,29.25,1,NaN,NaN,NaN,NaN
0,29.4,1,NaN,NaN,NaN,NaN
0,29.55,1,NaN,NaN,NaN,NaN
0,29.7,1,NaN,NaN,NaN,NaN
0,29.85,1,NaN,NaN,NaN,NaN
0,30,1,NaN,NaN,NaN,NaN
0,30.15,1,NaN,NaN,NaN,NaN
0,30.3,1,NaN,NaN,NaN,NaN
0,30.45,1,NaN,NaN,NaN,NaN
0,30.6,1,NaN,NaN,NaN,NaN
0,30.75,1,NaN,NaN,NaN,NaN
0,30.9,1,NaN,NaN,NaN,NaN
0,31.05,1,NaN,NaN,NaN,NaN
0,31.2,1,NaN,NaN,NaN,NaN
0,31.35,1,NaN,NaN,NaN,NaN
0,31.5,1,NaN,NaN,NaN,NaN
0,31.65,1,NaN,NaN,NaN,NaN
0,31.8,1,NaN,NaN,NaN,NaN
0,31.95,1,NaN,NaN,NaN,NaN
0,32.1,1,NaN,NaN,NaN,NaN
0,32.25,1,NaN,NaN,NaN,NaN
0,32.4,1,NaN,NaN,NaN,NaN
0,32.55,1,NaN,NaN,NaN,NaN
0,32.7,1,NaN,NaN,NaN,NaN
0,32.85,1,NaN,NaN,NaN,NaN
0,33,1,NaN,NaN,NaN,NaN
0,33.15,1,NaN,NaN,NaN,NaN
0,33.3,1,NaN,NaN,NaN,NaN
0,33.45,1,NaN,NaN,NaN,NaN
0,33.6,1,NaN,NaN,NaN,NaN
0,33.75,1,NaN,NaN,NaN,NaN
0,33.9,1,NaN,NaN,NaN,NaN
0,34.05,1,NaN,NaN,NaN,NaN
0,34.2,1,NaN,NaN,NaN,NaN
0,34.35,1,NaN,NaN,NaN,NaN
0,34.5,1,NaN,NaN,NaN,NaN
0,34.65,1,NaN,NaN,NaN,NaN
0,34.8,1,NaN,NaN,NaN,NaN
0,34.95,1,NaN,NaN,NaN,NaN
0,35.1,1,NaN,NaN,NaN,NaN
0,35.25,1,NaN,NaN,NaN,NaN
0,35.4,1,NaN,NaN,NaN,NaN
0,35.55,1,NaN,NaN,NaN,NaN
0,35.7,1,NaN,NaN,NaN,NaN
0,35.85,1,NaN,NaN,NaN,NaN
0,36,1,NaN,NaN,NaN,NaN
0,36.15,1,NaN,NaN,NaN,NaN
0,36.3,1,NaN,NaN,NaN,NaN
0,36.45,1,NaN,NaN,NaN,NaN
0,36.6,1,NaN,NaN,NaN,NaN
0,36.75,1,NaN,NaN,NaN,NaN
0,36.9,1,NaN,NaN,NaN,NaN
0,37.05,1,NaN,NaN,NaN,NaN
0,37.2,1,NaN,NaN,NaN,NaN
0,37.35,1,NaN,NaN,NaN,NaN
0,37.5,1,NaN,NaN,NaN,NaN
0,37.65,1,NaN,NaN,NaN,NaN
0,37.8,1,NaN,NaN,NaN,NaN
0,37.95,1,NaN,NaN,NaN,NaN
0,38.1,1,NaN,NaN,NaN,NaN
0,38.25,1,NaN,NaN,NaN,NaN
0,38.4,1,NaN,NaN,NaN,NaN
0,38.55,1,NaN,NaN,NaN,NaN
0,38.7,1,NaN,NaN,NaN,NaN
0,38.85,1,NaN,NaN,NaN,NaN
0,39,1,NaN,NaN,NaN,NaN
0,39.15,1,NaN,NaN,NaN,NaN
0,39.3,1,NaN,NaN,NaN,NaN
0,39.45,1,NaN,NaN,NaN,NaN
0,39.6,1,NaN,NaN,NaN,NaN
0,39.75,1,NaN,NaN,NaN,NaN
0,39.9,1,NaN,NaN,NaN,NaN
0.15,0,2,1,295.7068191,134.0014868,236.0201468
0.15,0.15,2,1,295.7073424,134.0011652,236.020966
0.15,0.3,2,1,295.7078756,134.0008376,236.0218007
0.15,0.45,2,1,295.8967006,133.8820524,236.3188929
0.15,0.6,2,1,296.1935488,134.2619589,236.655367
0.15,0.75,2,1,296.1879316,134.3622284,236.9208547
0.15,0.9,2,2,354.0580095,142.8314445,322.2570301
0.15,1.05,2,2,354.3946934,142.550833,322.731817
0.15,1.2,2,2,354.9019349,142.3670725,322.919971
0.15,1.35,2,2,355.0420145,142.3062693,323.0936269
0.15,1.5,2,2,355.0419913,142.3062266,323.0936379
0.15,1.65,2,2,354.9023905,142.3665098,322.9201119
0.15,1.8,2,2,354.0094824,142.4496802,322.0368068
0.15,1.95,2,2,353.7654983,142.9212058,321.2718631
0.15,2.1,2,2,352.7779599,143.2546365,319.8809991
0.15,2.25,2,2,352.7763403,143.2549616,319.879441
0.15,2.4,2,2,352.7761707,143.2555765,319.8781261
0.15,2.55,2,2,351.9382817,143.54963,317.7701996
0.15,2.7,2,2,351.9382817,143.54963,317.7701996
0.15,2.85,2,6,272.9601415,96.22321423,252.6526877
0.15,3,2,6,272.9356844,96.07294791,252.4403814
0.15,3.15,2,6,272.889445,95.96270712,252.1609683
0.15,3.3,2,6,272.8900027,95.96324019,252.159543
0.15,3.45,2,6,273.1509995,96.25537575,251.9869116
0.15,3.6,2,6,273.1525126,96.25644311,251.9864244
0.15,3.75,2,6,273.9259331,96.38994216,251.7972744
0.15,3.9,2,6,274.0168122,96.52116281,251.6456419
0.15,4.05,2,6,274.4717575,96.82268745,251.9558553
0.15,4.2,2,6,274.4725755,96.82268804,251.9569452
0.15,4.35,2,6,274.4723821,96.82254047,251.9581944
0.15,4.5,2,6,274.3778776,96.83502227,252.1561669
0.15,4.65,2,6,274.046889,96.58012402,252.6688373
0.15,4.8,2,6,273.6538761,96.42367896,252.748822
0.15,4.95,2,6,273.3762473,96.42617283,252.6828256
0.15,5.1,2,6,273.3742339,96.42623498,252.6822344
0.15,5.25,2,6,273.0494542,96.45047352,252.5501774
0.15,5.4,2,6,273.1904516,96.52975129,252.3996631
0.15,5.55,2,6,273.1903517,96.5310489,252.398762
0.15,5.7,2,6,273.0702213,96.7438172,252.1622428
0.15,5.85,2,6,273.0215193,96.92893081,252.4177944
0.15,6,2,8,339.3906454,156.8078751,307.2467919
0.15,6.15,2,8,339.390621,156.8075347,307.2472076
0.15,6.3,2,8,339.3906188,156.8075217,307.2472154
0.15,6.45,2,8,339.3906711,156.8068748,307.2473956
0.15,6.6,2,8,339.4052711,156.62385,307.2981328
0.15,6.75,2,8,339.4047067,156.6229445,307.2983719
0.15,6.9,1,0,339.4053491,156.6225369,307.2984678
0.15,7.05,1,0,339.4053491,156.6225369,307.2984678
0.15,7.2,1,0,338.833348,156.5361043,306.8600311
0.15,7.35,1,0,338.833348,156.5361043,306.8600311
0.15,7.5,1,0,338.833348,156.5361043,306.8600311
0.15,7.65,1,0,338.833348,156.5361043,306.8600311
0.15,7.8,1,0,338.833348,156.5361043,306.8600311
0.15,7.95,1,0,338.833348,156.5361043,306.8600311
0.15,8.1,1,0,338.833348,156.5361043,306.8600311
0.15,8.25,1,0,338.833348,156.5361043,306.8600311
0.15,8.4,1,0,338.833348,156.5361043,306.8600311
0.15,8.55,1,0,338.833348,156.5361043,306.8600311
0.15,8.7,1,NaN,NaN,NaN,NaN
0.15,8.85,1,NaN,NaN,NaN,NaN
0.15,9,1,NaN,NaN,NaN,NaN
0.15,9.15,1,NaN,NaN,NaN,NaN
0.15,9.3,1,NaN,NaN,NaN,NaN
0.15,9.45,1,NaN,NaN,NaN,NaN
0.15,9.6,1,NaN,NaN,NaN,NaN
0.15,9.75,1,NaN,NaN,NaN,NaN
0.15,9.9,1,NaN,NaN,NaN,NaN
0.15,10.05,1,NaN,NaN,NaN,NaN
0.15,10.2,1,NaN,NaN,NaN,NaN
0.15,10.35,1,NaN,NaN,NaN,NaN
0.15,10.5,1,NaN,NaN,NaN,NaN
0.15,10.65,1,NaN,NaN,NaN,NaN
0.15,10.8,1,NaN,NaN,NaN,NaN
0.15,10.95,1,NaN,NaN,NaN,NaN
0.15,11.1,1,NaN,NaN,NaN,NaN
0.15,11.25,1,NaN,NaN,NaN,NaN
0.15,11.4,1,NaN,NaN,NaN,NaN
0.15,11.55,1,NaN,NaN,NaN,NaN
0.15,11.7,1,NaN,NaN,NaN,NaN
0.15,11.85,1,NaN,NaN,NaN,NaN
0.15,12,1,NaN,NaN,NaN,NaN
0.15,12.15,1,NaN,NaN,NaN,NaN
0.15,12.3,1,NaN,NaN,NaN,NaN
0.15,12.45,1,NaN,NaN,NaN,NaN
0.15,12.6,1,NaN,NaN,NaN,NaN
0.15,12.75,1,NaN,NaN,NaN,NaN
0.15,12.9,1,NaN,NaN,NaN,NaN
0.15,13.05,1,NaN,NaN,NaN,NaN
0.15,13.2,1,NaN,NaN,NaN,NaN
0.15,13.35,1,NaN,NaN,NaN,NaN
0.15,13.5,1,NaN,NaN,NaN,NaN
0.15,13.65,1,NaN,NaN,NaN,NaN
0.15,13.8,1,NaN,NaN,NaN,NaN
0.15,13.95,1,NaN,NaN,NaN,NaN
0.15,14.1,1,NaN,NaN,NaN,NaN
0.15,14.25,1,NaN,NaN,NaN,NaN
0.15,14.4,1,NaN,NaN,NaN,NaN
0.15,14.55,1,NaN,NaN,NaN,NaN
0.15,14.7,1,NaN,NaN,NaN,NaN
0.15,14.85,1,NaN,NaN,NaN,NaN
0.15,15,1,NaN,NaN,NaN,NaN
0.15,15.15,1,NaN,NaN,NaN,NaN
0.15,15.3,1,NaN,NaN,NaN,NaN
0.15,15.45,1,NaN,NaN,NaN,NaN
0.15,15.6,1,NaN,NaN,NaN,NaN
0.15,15.75,1,NaN,NaN,NaN,NaN
0.15,15.9,1,NaN,NaN,NaN,NaN
0.15,16.05,1,NaN,NaN,NaN,NaN
0.15,16.2,1,NaN,NaN,NaN,NaN
0.15,16.35,1,NaN,NaN,NaN,NaN
0.15,16.5,1,NaN,NaN,NaN,NaN
0.15,16.65,1,NaN,NaN,NaN,NaN
0.15,16.8,1,NaN,NaN,NaN,NaN
0.15,16.95,1,NaN,NaN,NaN,NaN
0.15,17.1,1,NaN,NaN,NaN,NaN
0.15,17.25,1,NaN,NaN,NaN,NaN
0.15,17.4,1,NaN,NaN,NaN,NaN
0.15,17.55,1,NaN,NaN,NaN,NaN
0.15,17.7,1,NaN,NaN,NaN,NaN
0.15,17.85,1,NaN,NaN,NaN,NaN
0.15,18,1,NaN,NaN,NaN,NaN
0.15,18.15,1,NaN,NaN,NaN,NaN
0.15,18.3,1,NaN,NaN,NaN,NaN
0.15,18.45,1,NaN,NaN,NaN,NaN
0.15,18.6,1,NaN,NaN,NaN,NaN
0.15,18.75,1,NaN,NaN,NaN,NaN
0.15,18.9,1,NaN,NaN,NaN,NaN
0.15,19.05,1,NaN,NaN,NaN,NaN
0.15,19.2,1,NaN,NaN,NaN,NaN
0.15,19.35,1,NaN,NaN,NaN,NaN
0.15,19.5,1,NaN,NaN,NaN,NaN
0.15,19.65,1,NaN,NaN,NaN,NaN
0.15,19.8,1,NaN,NaN,NaN,NaN
0.15,19.95,1,NaN,NaN,NaN,NaN
0.15,20.1,1,NaN,NaN,NaN,NaN
0.15,20.25,1,NaN,NaN,NaN,NaN
0.15,20.4,1,NaN,NaN,NaN,NaN
0.15,20.55,1,NaN,NaN,NaN,NaN
0.15,20.7,1,NaN,NaN,NaN,NaN
0.15,20.85,1,NaN,NaN,NaN,NaN
0.15,21,1,NaN,NaN,NaN,NaN
0.15,21.15,1,NaN,NaN,NaN,NaN
0.15,21.3,1,NaN,NaN,NaN,NaN
0.15,21.45,1,NaN,NaN,NaN,NaN
0.15,21.6,1,NaN,NaN,NaN,NaN
0.15,21.75,1,NaN,NaN,NaN,NaN
0.15,21.9,1,NaN,NaN,NaN,NaN
0.15,22.05,1,NaN,NaN,NaN,NaN
0.15,22.2,1,NaN,NaN,NaN,NaN
0.15,22.35,1,NaN,NaN,NaN,NaN
0.15,22.5,1,NaN,NaN,NaN,NaN
0.15,22.65,1,NaN,NaN,NaN,NaN
0.15,22.8,1,NaN,NaN,NaN,NaN
0.15,22.95,1,NaN,NaN,NaN,NaN
0.15,23.1,1,NaN,NaN,NaN,NaN
0.15,23.25,1,NaN,NaN,NaN,NaN
0.15,23.4,1,NaN,NaN,NaN,NaN
0.15,23.55,1,NaN,NaN,NaN,NaN
0.15,23.7,1,NaN,NaN,NaN,NaN
0.15,23.85,1,NaN,NaN,NaN,NaN
0.15,24,1,NaN,NaN,NaN,NaN
0.15,24.15,1,NaN,NaN,NaN,NaN
0.15,24.3,1,NaN,NaN,NaN,NaN
0.15,24.45,1,NaN,NaN,NaN,NaN
0.15,24.6,1,NaN,NaN,NaN,NaN
0.15,24.75,1,NaN,NaN,NaN,NaN
0.15,24.9,1,NaN,NaN,NaN,NaN
0.15,25.05,1,NaN,NaN,NaN,NaN
0.15,25.2,1,NaN,NaN,NaN,NaN
0.15,25.35,1,NaN,NaN,NaN,NaN
0.15,25.5,1,NaN,NaN,NaN,NaN
0.15,25.65,1,NaN,NaN,NaN,NaN
0.15,25.8,1,NaN,NaN,NaN,NaN
0.15,25.95,1,NaN,NaN,NaN,NaN
0.15,26.1,1,NaN,NaN,NaN,NaN
0.15,26.25,1,NaN,NaN,NaN,NaN
0.15,26.4,1,NaN,NaN,NaN,NaN
0.15,26.55,1,NaN,NaN,NaN,NaN
0.15,26.7,1,NaN,NaN,NaN,NaN
0.15,26.85,1,NaN,NaN,NaN,NaN
0.15,27,1,NaN,NaN,NaN,NaN
0.15,27.15,1,NaN,NaN,NaN,NaN
0.15,27.3,1,NaN,NaN,NaN,NaN
0.15,27.45,1,NaN,NaN,NaN,NaN
0.15,27.6,1,NaN,NaN,NaN,NaN
0.15,27.75,1,NaN,NaN,NaN,NaN
0.15,27.9,1,NaN,NaN,NaN,NaN
0.15,28.05,1,NaN,NaN,NaN,NaN
0.15,28.2,1,NaN,NaN,NaN,NaN
0.15,28.35,1,NaN,NaN,NaN,NaN
0.15,28.5,1,NaN,NaN,NaN,NaN
0.15,28.65,1,NaN,NaN,NaN,NaN
0.15,28.8,1,NaN,NaN,NaN,NaN
0.15,28.95,1,NaN,NaN,NaN,NaN
0.15,29.1,1,NaN,NaN,NaN,NaN
0.15,29.25,1,NaN,NaN,NaN,NaN
0.15,29.4,1,NaN,NaN,NaN,NaN
0.15,29.55,1,NaN,NaN,NaN,NaN
0.15,29.7,1,NaN,NaN,NaN,NaN
0.15,29.85,1,NaN,NaN,NaN,NaN
0.15,30,1,NaN,NaN,NaN,NaN
0.15,30.15,1,NaN,NaN,NaN,NaN
0.15,30.3,1,NaN,NaN,NaN,NaN
0.15,30.45,1,NaN,NaN,NaN,NaN
0.15,30.6,1,NaN,NaN,NaN,NaN
0.15,30.75,1,NaN,NaN,NaN,NaN
0.15,30.9,1,NaN,NaN,NaN,NaN
0.15,31.05,1,NaN,NaN,NaN,NaN
0.15,31.2,1,NaN,NaN,NaN,NaN
0.15,31.35,1,NaN,NaN,NaN,NaN
0.15,31.5,1,NaN,NaN,NaN,NaN
0.15,31.65,1,NaN,NaN,NaN,NaN
0.15,31.8,1,NaN,NaN,NaN,NaN
0.15,31.95,1,NaN,NaN,NaN,NaN
0.15,32.1,1,NaN,NaN,NaN,NaN
0.15,32.25,1,NaN,NaN,NaN,NaN
0.15,32.4,1,NaN,NaN,NaN,NaN
0.15,32.55,1,NaN,NaN,NaN,NaN
0.15,32.7,1,NaN,NaN,NaN,NaN
0.15,32.85,1,NaN,NaN,NaN,NaN
0.15,33,1,NaN,NaN,NaN,NaN
0.15,33.15,1,NaN,NaN,NaN,NaN
0.15,33.3,1,NaN,NaN,NaN,NaN
0.15,33.45,1,NaN,NaN,NaN,NaN
0.15,33.6,1,NaN,NaN,NaN,NaN
0.15,33.75,1,NaN,NaN,NaN,NaN
0.15,33.9,1,NaN,NaN,NaN,NaN
0.15,34.05,1,NaN,NaN,NaN,NaN
0.15,34.2,1,NaN,NaN,NaN,NaN
0.15,34.35,1,NaN,NaN,NaN,NaN
0.15,34.5,1,NaN,NaN,NaN,NaN
0.15,34.65,1,NaN,NaN,NaN,NaN
0.15,34.8,1,NaN,NaN,NaN,NaN
0.15,34.95,1,NaN,NaN,NaN,NaN
0.15,35.1,1,NaN,NaN,NaN,NaN
0.15,35.25,1,NaN,NaN,NaN,NaN
0.15,35.4,1,NaN,NaN,NaN,NaN
0.15,35.55,1,NaN,NaN,NaN,NaN
0.15,35.7,1,NaN,NaN,NaN,NaN
0.15,35.85,1,NaN,NaN,NaN,NaN
0.15,36,1,NaN,NaN,NaN,NaN
0.15,36.15,1,NaN,NaN,NaN,NaN
0.15,36.3,1,NaN,NaN,NaN,NaN
0.15,36.45,1,NaN,NaN,NaN,NaN
0.15,36.6,1,NaN,NaN,NaN,NaN
0.15,36.75,1,NaN,NaN,NaN,NaN
0.15,36.9,1,NaN,NaN,NaN,NaN
0.15,37.05,1,NaN,NaN,NaN,NaN
0.15,37.2,1,NaN,NaN,NaN,NaN
0.15,37.35,1,NaN,NaN,NaN,NaN
0.15,37.5,1,NaN,NaN,NaN,NaN
0.15,37.65,1,NaN,NaN,NaN,NaN
0.15,37.8,1,NaN,NaN,NaN,NaN
0.15,37.95,1,NaN,NaN,NaN,NaN
0.15,38.1,1,NaN,NaN,NaN,NaN
0.15,38.25,1,NaN,NaN,NaN,NaN
0.15,38.4,1,NaN,NaN,NaN,NaN
0.15,38.55,1,NaN,NaN,NaN,NaN
0.15,38.7,1,NaN,NaN,NaN,NaN
0.15,38.85,1,NaN,NaN,NaN,NaN
0.15,39,1,NaN,NaN,NaN,NaN
0.15,39.15,1,NaN,NaN,NaN,NaN
0.15,39.3,1,NaN,NaN,NaN,NaN
0.15,39.45,1,NaN,NaN,NaN,NaN
0.15,39.6,1,NaN,NaN,NaN,NaN
0.15,39.75,1,NaN,NaN,NaN,NaN
0.15,39.9,1,NaN,NaN,NaN,NaN
0.3,0,2,1,295.7313885,134.1299519,236.0266916
0.3,0.15,2,1,295.7313885,134.1299519,236.0266916
0.3,0.3,2,1,295.7307043,134.1301134,236.0274808
0.3,0.45,2,1,295.6056495,134.1630867,236.1768802
0.3,0.6,2,1,296.1933651,134.2630416,236.6554356
0.3,0.75,2,1,296.370712,134.6333305,237.8482196
0.3,0.9,1,0,296.3708679,134.6335557,237.8489975
0.3,1.05,2,2,354.0186825,142.7536919,322.2340891
0.3,1.2,2,2,354.3936729,142.5506208,322.7320629
0.3,1.35,2,2,354.3937237,142.5501651,322.7329391
